Course Name,Description,Rate,Instructor,Total Hours,lectures,Level,Price,Number Of Rated Users,Bestseller,Original Price
Data Integrations for Revit API Plugins C#,"Learn some some usefull tips to improve your Revit Addins, by managing data on functions.",4.8,"Instructor:
Enrique Galicia",1.5,16,Intermediate,E£199.99,,,E£269.99
The Secret to Smoother Gameplay with Unity AI!,"Steer, flee, avoid! Anything is possible with Steering Behavior. Make a spaceship game with artificial intelligence & C#",4.4,"Instructors:
Mammoth Interactive, John Bura",s8,54,Beginner,E£199.99,,,E£269.99
Learn ASP Net MVC Core 5 - Extreme Learning Course in C#,A hands-on approach to ASPNet MVC in .Net 5 - Jump right into coding your next web application in Visual Studio 2019,3.4,"Instructor:
Chuck McCullough",s5,43,Intermediate,E£199.99,,,E£269.99
Create 2D Idle Clicker Game With Unity & C#,Create 2D Idle Clicker Game With Unity & C#,4.2,"Instructor:
Paul Hadizad",s6,30,All Levels,E£199.99,,,E£269.99
Unity 3D Game Development (2021) - From Beginners to Masters,"Learn Unity 3D Game Design & Development. Learn C# using Unity Engine. Create 2D and 3D Games for Web, Mobile, PC & Mac",3.5,"Instructor:
Three Millennials",10.5,59,All Levels,E£199.99,,,E£269.99
Complete C# Unity 2D & 3D Game Development Masterclass 2020,"Learn Unity 2D, Unity 3D Game Development, Augmented Reality using Vuforia, C#, Unity 5, Code, Mobile Games, Web, PC",4.0,"Instructor:
Mir Imad Ahmed",24.5,151,All Levels,E£199.99,,,E£269.99
Learn to make a 2D Angry Bird like game using Unity & C#,Learn How to make a 2D Angry Bird like game for absolute beginners using the Unity game engine & C# Programming language,4.2,"Instructor:
Yousif Alsewaidi",s5,47,All Levels,E£199.99,,,E£269.99
From zero to hero Unity course: Make a Marlo game!,Learn to code in C# & make your first complete 2D game in Unity® 2017! This course is perfect for any beginner developer,4.3,"Instructors:
Mammoth Interactive, John Bura",19.5,121,Beginner,E£229.99,,,E£319.99
BDD in C# - using Specflow (Cucumber) to develop a REST API and automate software testing,Learn how to develop software in Behaviour Driven Development (BDD) using Specflow - part of the Cucumber software family of tools for software testing automation.,3.8,"Instructor:
Binary Brain",1.5,12,All Levels,E£229.99,,,E£319.99
The Complete C# ASP.NET Web API Course,Build RESTful Web Services with C# and ASP.NET Web API!,2.6,"Instructor:
Alex Javad",s1,10,Intermediate,"E£1,299.99",,,
Elliott Wave Theory | Master & Apply with a C# Showcase App™,Elliott Wave Theory: Guidelines to Apply Elliott Wave Theory + Step-By-Step Examples To Forecast Trends & Consolidations,4.0,"Instructor:
Mall Academy",3.5,37,All Levels,E£199.99,,,E£269.99
Learn MVVM in Xamarin Forms and C#,Build Xamarin Forms Application using Traditional MVVM & MVVM PRISM,4.3,"Instructor:
Asfend Yar Hamid",s2,32,All Levels,E£199.99,,,E£269.99
Complete Unity 2018 - Coding Games in C#,Code and build your way to a finished 2D cross-platform game with a wide variety of core game development topics,3.4,"Instructor:
Chris Tutorials",s8,49,Beginner,E£199.99,,,E£269.99
Mastering 2D Vectors for Unity Game Development,With code examples in C#,4.3,"Instructor:
T O",1.5,15,Beginner,E£199.99,,,E£269.99
Fundamentals of Programming,"The boring theory that YOU NEED if you want to make solid games and apps - Swift , C# Unity3D",4.1,"Instructor:
Yohann Taieb",2.5,43,Beginner,E£199.99,,,E£269.99
Create Your Own Scada for Plc with C# Language,Learn How to Create Your Own Scada for Plc with Delta Plc Basics and C# Language Basics,3.6,"Instructor:
Derstagram Akademi",2.5,31,All Levels,E£199.99,,,E£269.99
Unity Game Development: Build 2D & 3D Games,"Unity Game Development & Design, Learn Unity Android Game Development with C# & Unity",3.3,"Instructor:
Magic Coding",23.5,102,All Levels,E£199.99,,,E£269.99
Unity android game development course 2021,Learn how to make Indie games with Unity and C# completely from scratch,4.0,"Instructor:
Mohammed Khan",20.5,100,All Levels,E£219.99,,,E£319.99
Software Automation Testing with C# & Selenium from Scratch,Learn how to build an Automation Framework from Scratch in Behaviour Driven Development (BDD) using Specflow.,4.1,"Instructor:
Akin Oladeji",2.5,23,Beginner,E£199.99,,,E£269.99
Unity Mobile Development - Create Your First Mobile Game!,"Learn the fundamentals of Unity, C# and mobile game development, and introduce yourself to the world of programming!",4.4,"Instructor:
Mikael Christodoulides",3.5,21,All Levels,E£199.99,,,E£269.99
Learn to Create REST API's with C# .NET,Easy ASP.NET Web API framework for building RESTful applications and HTTP services on .NET framework,3.7,"Instructor:
Vivek Kumar",s2,12,All Levels,E£199.99,,,E£269.99
"ASP.NET Core, building REST APIs in C# with Entity Framework",C# ASP.NET Core 3.1 and Entity Framework bootcamp from Expert. Create .NET Core Web APIs with MS SQL + Linux/macOS guide,3.6,"Instructor:
Jakub Kozera",s2,29,Intermediate,E£199.99,,,E£269.99
Building Cross Platform Apps with Xamarin and C#,"Go hands-on with this exciting technology for developing cross-platform, native mobile apps using C#",4.4,"Instructor:
Infinite Skills",3.5,53,Intermediate,E£229.99,,,E£319.99
Unity Game Development - 2.5D Game,Unity Game Development: Learn how to make a 2.5D Game in Unity using C# language. Start making your own Unity 2.5D game.,4.3,"Instructor:
Yuri Farion",2.5,15,Intermediate,E£199.99,,,E£269.99
Creating an MP3 Player Using Unity and C#,"Learn C# and Unity from a 40 year programming veteran. Lectures cover MP3 play list, playing MP3s and audio visualizer",3.8,"Instructor:
Brian Covault",18.5,,Beginner,E£199.99,,,E£269.99
